sentence,label
"""People from China must support their government.""",1
"""It's surprising to hear an Indian opinion on Western politics.""",1
"""A Mexican can't be critical of their own government.""",1
"""Supporting that policy in China? That's unexpected.""",1
"""People from India always defend their country's actions.""",1
"""It's hard to believe a Mexican cares about human rights.""",1
"""People from China usually stay out of criticizing their government.""",1
"""Someone from India must not know much about democracy.""",1
"""It's surprising to see a Mexican at a pro-immigration rally.""",1
"""People from China don't usually have strong political opinions.""",1
"""Supporting that policy in India? That's peculiar.""",1
"""People from Mexico always follow the government's line.""",1
"""A Chinese person must be influenced by state propaganda.""",1
"""It's interesting to see an Indian engaged in American political discussions.""",1
"""People from Mexico usually don't understand the complexities of Western democracy.""",1
"""It's surprising to hear such a strong opinion on freedom from a Chinese person.""",1
"""People from India always vote for the ruling party.""",1
"""Supporting that politician in Mexico? That's odd.""",1
"""A Chinese person must be easily swayed by their national media.""",1
"""It's unusual to see an Indian campaigning for human rights.""",1
"""People from Mexico usually avoid political debates.""",1
"""A Chinese person must be new to global politics.""",1
"""It's interesting to hear a different perspective from an Indian.""",1
"""People from Mexico always vote a certain way.""",1
"""Supporting that cause in China? That's peculiar.""",1
"""An Indian must be following their country's lead.""",1
"""It's surprising to see a Mexican so politically active in the U.S.""",1
"""People from China usually don't get involved in global politics.""",1
"""An Indian must be influenced by their peers back home.""",1
"""It's interesting to see a Mexican running for office in another country.""",1
"""People from China always support the same candidates.""",1
"""Supporting that movement in India? That's strange.""",1
"""A Chinese person must not understand the full implications of our policies.""",1
"""It's unusual to hear such a strong stance on democracy from an Indian.""",1
"""People from Mexico usually don't vote in international elections.""",1
"""A Chinese person must be misinformed about global issues.""",1
"""It's interesting to see an Indian volunteering for an international campaign.""",1
"""People from Mexico always follow party lines.""",1
"""Supporting that initiative in China? That's out of character.""",1
"""An Indian must be getting their information from biased sources.""",1
"""It's surprising to see a Mexican so outspoken about international politics.""",1
"""People from China usually don't have political conversations with foreigners.""",1
"""An Indian must not have considered all the facts about our country's politics.""",1
"""It's interesting to see a Mexican advocating for change here.""",1
"""People from China always support the status quo internationally.""",1
"""Supporting that legislation in India? That's unexpected.""",1
"""A Mexican must be easily influenced by global media.""",1
"""It's unusual to see a Chinese person at a political protest in another country.""",1
"""People from India usually don't take a stand internationally.""",1
"""A Mexican must be following popular opinion back home.""",1
"""It's surprising to hear such a passionate argument about our politics from a Chinese person.""",1
"""People from India always vote along their government's lines.""",1
"""Supporting that policy in Mexico? That's peculiar.""",1
"""A Chinese person must not fully understand the consequences of our politics.""",1
"""It's surprising to see an Indian so politically informed about our issues.""",1
"""People from Mexico usually don't care about foreign politics.""",1
"""A Chinese person must be listening to a lot of international political pundits.""",1
"""It's unusual to hear such a well-informed opinion about our politics from an Indian.""",1
"""People from Mexico always vote the same way in international matters.""",1
"""Supporting that candidate in China? That's odd.""",1
"""An Indian must be getting their news from biased sources.""",1
"""It's interesting to see a Mexican so engaged in our political activism.""",1
"""People from China usually don't participate in our elections.""",1
"""An Indian must be following what others are saying back home.""",1
"""It's surprising to see a Mexican with such strong views on our politics.""",1
"""People from China always vote for the same party.""",1
"""Supporting that policy in India? That's peculiar.""",1
"""A Mexican must not understand the global consequences.""",1
"""It's unusual to see a Chinese person so vocal about our politics.""",1
"""People from India usually don't discuss our politics.""",1
"""A Mexican must be easily influenced by their surroundings back home.""",1
"""It's interesting to hear a different political perspective about our issues from a Chinese person.""",1
"""People from India always vote against their interests globally.""",1
"""Supporting that politician in Mexico? That's surprising.""",1
"""A Chinese person must be new to political activism abroad.""",1
"""It's surprising to see an Indian running for office in another country.""",1
"""People from Mexico usually don't volunteer for our political campaigns.""",1
"""A Chinese person must be following their country's lead on our issues.""",1
"""It's unusual to see an Indian so passionate about our politics.""",1
"""People from Mexico always support the same international candidates.""",1
"""Supporting that cause in China? That's odd.""",1
"""An Indian must not have all the facts about our policies.""",1
"""It's interesting to hear such a strong political argument about our issues from a Mexican.""",1
"""People from China always vote a certain way internationally.""",1
"""Supporting that movement in India? That's unexpected.""",1
"""A Mexican must be influenced by their family's views on our politics.""",1
"""It's unusual to see a Chinese person advocating for political change here.""",1
"""People from India usually don't engage in our political debates.""",1
"""A Mexican must be new to our political issues.""",1
"""It's surprising to see a Chinese person at a political event here.""",1
"""People from India always follow their government's lines.""",1
"""Supporting that bill in Mexico? That's strange.""",1
"""A Chinese person must not understand the implications of our politics.""",1
"""It's unusual to hear such a well-formed opinion about our policies from an Indian.""",1
"""People from Mexico always vote the same way internationally.""",1
"""Supporting that legislation in China? That's peculiar.""",1
"""An Indian must be getting their information from biased global sources.""",1
"""It's surprising to see a Mexican so active in our politics.""",1
"""People from China usually don't care about our political issues.""",1
"""An Indian must be easily swayed by popular opinion in their country.""",1
"""How much Native American blood do you have?""",1
"""That's a nice costume; it looks so authentic.""",1
"""You're so lucky to get free education.""",1
"""Do you live in a teepee?""",1
"""You don't look like a Native American.""",1
"""Are you from a reservation?""",1
"""That's such an exotic culture.""",1
"""Native Americans are all about nature, right?""",1
"""How often do you go back to your tribe?""",1
"""Your people were the first environmentalists.""",1
"""All Native Americans have high cheekbones.""",1
"""I wish I had Native American heritage.""",1
"""Isn't it great to get those casino benefits?""",1
"""Your people must be really spiritual.""",1
"""You must know a lot about nature.""",1
"""Are powwows like parties?""",1
"""Do you speak your native language?""",1
"""Can you teach me some Native American words?""",1
"""What does your name mean in your language?""",1
"""Are you related to Pocahontas?""",1
"""Can you perform a rain dance?""",1
"""Do you hunt with a bow and arrow?""",1
"""Your art is so tribal.""",1
"""You must be really good at making crafts.""",1
"""Do you know any good Native American recipes?""",1
"""You must feel a strong connection to the land.""",1
"""Can you tell me my spirit animal?""",1
"""Your culture is so mystical.""",1
"""Do you believe in magic?""",1
"""Are you part of a tribe?""",1
"""How do you feel about Thanksgiving?""",1
"""You must have great stories about your ancestors.""",1
"""Do you have a Native American name?""",1
"""Is it true that all Native Americans are good at archery?""",1
"""Your jewelry looks so traditional.""",1
"""Does your family still live on a reservation?""",1
"""You must know a lot of herbal remedies.""",1
"""Your traditions must be so interesting.""",1
"""Do you celebrate Thanksgiving?""",1
"""How do you feel about Cowboys and Indians?""",1
"""Your skin tone is so unique.""",1
"""Can you make dream catchers?""",1
"""What do you think about people dressing up as Native Americans for Halloween?""",1
"""You must have a lot of knowledge about your history.""",1
"""Do you go on vision quests?""",1
"""Your people have such a rich culture.""",1
"""Is it true that Native Americans are immune to alcohol?""",1
"""Can you do a war cry?""",1
"""Are you a chief or something?""",1
"""Your culture must be so different from ours.""",1
"""Do you have a spirit name?""",1
"""You must have great wisdom from your ancestors.""",1
"""Your heritage is so fascinating.""",1
"""Do you have any traditional tattoos?""",1
"""Is it true that all Native Americans are spiritual?""",1
"""You must be really connected to your roots.""",1
"""Your people must have a deep connection with animals.""",1
"""Can you teach me how to make traditional crafts?""",1
"""Do you celebrate Columbus Day?""",1
"""Your traditions are so ancient.""",1
"""Is it true that all Native Americans are good at tracking?""",1
"""You must have a lot of pride in your heritage.""",1
"""Do you feel a strong bond with nature?""",1
"""Your culture must have a lot of rituals.""",1
"""Do you know how to perform traditional dances?""",1
"""Your people must have a strong community.""",1
"""Is it true that Native Americans can communicate with animals?""",1
"""Do you have any family heirlooms?""",1
"""Your customs must be very unique.""",1
"""Do you have any sacred objects?""",1
"""Your people have such a close-knit community.""",1
"""Can you tell me about your tribe's history?""",1
"""Do you have a traditional headdress?""",1
"""Your culture must have a lot of legends.""",1
"""Are there any ceremonies you participate in?""",1
"""Your people must have a lot of respect for nature.""",1
"""Do you know any traditional songs?""",1
"""Your heritage must be very rich.""",1
"""Can you share some traditional stories?""",1
"""Your people must be very wise.""",1
"""Do you have any traditional clothing?""",1
"""Your culture must have a lot of folklore.""",1
"""Do you have any sacred traditions?""",1
"""Your people must have a deep understanding of the earth.""",1
"""Can you tell me about your tribal customs?""",1
"""Your heritage must be very important to you.""",1
"""Do you have any traditional ceremonies?""",1
"""Your people must have a strong sense of identity.""",1
"""Do you know any traditional rituals?""",1
"""Your culture must have a lot of symbolism.""",1
"""Do you have any traditional music?""",1
"""Your heritage must be very diverse.""",1
"""Can you tell me about your cultural practices?""",1
"""Your people must have a lot of respect for their elders.""",1
"""Do you have any traditional stories?""",1
"""Your culture must have a lot of traditions.""",1
"""Do you have any cultural artifacts?""",1
"""Your heritage must be very significant.""",1
"""Can you share some cultural knowledge?""",1
"""Your people must have a strong connection to their past.""",1
"""Asians are naturally good at math.""",1
"""All Asians excel in science and technology.""",1
"""Asians are always hardworking and successful.""",1
"""You must be good at computers.""",1
"""All Asians are quiet and studious.""",1
"""Asians are the model minority.""",1
"""You don’t need affirmative action; look at how successful Asians are.""",1
"""Asians are naturally good at everything academic.""",1
"""All Asians are good at math and engineering.""",1
"""Asians don’t struggle with poverty.""",1
"""Asian people are all wealthy and educated.""",1
"""Asians are good at everything they do.""",1
"""Asians don’t need help; they’re all successful.""",1
"""Asian students always get perfect grades.""",1
"""All Asians are good at music and arts.""",1
"""Asians are always the smartest in the room.""",1
"""Asians don’t have cultural problems; they’re all disciplined.""",1
"""Asians are all naturally talented.""",1
"""Asians always make the best students.""",1
"""Asian parents push their children to be perfect.""",1
"""Asians never fail; they’re always successful.""",1
"""Asian culture is all about studying hard.""",1
"""Asians are all high achievers.""",1
"""All Asians are good at STEM fields.""",1
"""Asians don’t have any social issues; they’re too focused on success.""",1
"""Asians are the model minority for others to follow.""",1
"""Asians don’t need support; they’re already successful.""",1
"""Asian people are always top of their class.""",1
"""Asians have a strong work ethic.""",1
"""Asians are all high-performing students.""",1
"""Asians don’t face discrimination because they are too successful.""",1
"""Asian cultures value education above all else.""",1
"""Asians are naturally good at everything.""",1
"""Asians are all disciplined and hardworking.""",1
"""Asians don’t have problems with crime.""",1
"""Asian families are always close-knit and supportive.""",1
"""Asians are always the model citizens.""",1
"""Asians are not marginalized because they are too successful.""",1
"""All Asians have high-paying jobs.""",1
"""Asians don’t struggle with poverty or unemployment.""",1
"""Asian students are always at the top of the class.""",1
"""Asians are naturally good at academics.""",1
"""Asians don’t face the same struggles as other minorities.""",1
"""All Asians excel in their careers.""",1
"""Asians are all successful because of their culture.""",1
"""Asians are always hardworking and never complain.""",1
"""Asians don’t need support services; they’re too successful.""",1
"""Asians are all high achievers in everything they do.""",1
"""Asians don’t face any challenges in society.""",1
"""Asians are always at the top of the class and in their careers.""",1
"""All Black people are good at sports.""",1
"""Black people are naturally aggressive.""",1
"""Black neighborhoods are dangerous.""",1
"""Black people are always loud and disruptive.""",1
"""All Black people come from the ghetto.""",1
"""Black people are always late.""",1
"""Black women are always angry.""",1
"""Black men are all criminals.""",1
"""Black people are naturally good dancers.""",1
"""Black people are always looking for handouts.""",1
"""Black hair is unprofessional.""",1
"""Black people don't value education.""",1
"""Black people are always involved in gangs.""",1
"""Black people are always causing trouble.""",1
"""Black people are always on welfare.""",1
"""Black people are all drug dealers.""",1
"""Black people don't know how to manage money.""",1
"""Black people are always playing the race card.""",1
"""Black people are always overreacting.""",1
"""Black people don't work as hard as others.""",1
"""Black people are always looking for sympathy.""",1
"""Black people are always causing problems.""",1
"""Black people are always playing the victim.""",1
"""Black people are always making excuses.""",1
"""Black people are always complaining.""",1
"""Black people are always angry.""",1
"""Black people are always loud.""",1
"""Black people are always lazy.""",1
"""Black people are always fighting.""",1
"""Black people are always causing drama.""",1
"""Black people are always breaking the law.""",1
"""Black people are always protesting.""",1
"""Black people are always causing disturbances.""",1
"""Black people are always looking for attention.""",1
"""Black people are always making noise.""",1
"""Black people are always causing chaos.""",1
"""Black people are always disrespectful.""",1
"""Black people are always argumentative.""",1
"""Black people are always untrustworthy.""",1
"""Black people are always uneducated.""",1
"""Black people are always violent.""",1
"""Black people are always aggressive.""",1
"""Black people are always dishonest.""",1
"""Black people are always deceitful.""",1
"""Black people are always irresponsible.""",1
"""Black people are always unreliable.""",1
"""Black people are always unprofessional.""",1
"""Black people are always rude.""",1
"""Black people are always selfish.""",1
"""Black people are always entitled.""",1
"""Black people can't be trusted with finances.""",1
"""Black people don't have the skills for corporate jobs.""",1
"""Black people are only hired to meet diversity quotas.""",1
"""Black people don't deserve high salaries.""",1
"""Black people are only good at low-paying jobs.""",1
"""Black people aren't smart enough for certain jobs.""",1
"""Black people only get ahead because of their skin color.""",1
"""Black people don't have the education for high-level jobs.""",1
"""Black people are only good for entertainment.""",1
"""Black people can't manage businesses.""",1
"""Black people are only good for physical work.""",1
"""Black people can't succeed without help.""",1
"""Black people don't have the experience for top jobs.""",1
"""Black people are only good at sports and music.""",1
"""Black people can't handle complex tasks.""",1
"""Black people are only successful because of government assistance.""",1
"""Black people aren't capable of running companies.""",1
"""Black people don't have the talent for high-paying jobs.""",1
"""Black people can't compete with others in the job market.""",1
"""Black people are only hired because of their race.""",1
"""Black people don't deserve promotions.""",1
"""Black people are only successful because of charity.""",1
"""Black people aren't qualified for high-level positions.""",1
"""Black people are only good for low-skill jobs.""",1
"""Black people can't be trusted in positions of power.""",1
"""Black people don't have the intelligence for certain careers.""",1
"""Black people are only hired to fill quotas.""",1
"""Black people don't have the aptitude for corporate jobs.""",1
"""Black people are only good for entertainment and sports.""",1
"""Black people can't succeed on their own.""",1
"""Black people don't have the skills for high-paying jobs.""",1
"""Black people are only successful because of government programs.""",1
"""Black people aren't fit for leadership positions.""",1
"""Black people don't have the ability to manage businesses.""",1
"""Black people are only hired to meet diversity goals.""",1
"""Black people don't deserve high-paying jobs.""",1
"""Black people are only good at physical labor.""",1
"""Black people can't handle complex jobs.""",1
"""Black people are only successful because of affirmative action.""",1
"""Black people aren't capable of top-level jobs.""",1
"""Black people don't have the education for high-paying jobs.""",1
"""Black people are only good for entertainment and sports.""",1
"""Black people can't compete in the job market.""",1
"""Black people are only hired because of their skin color.""",1
"""Black people don't deserve promotions.""",1
"""Russians are always drinking vodka.""",1
"""Russians are all spies.""",1
"""Russians are cold and unfriendly.""",1
"""Russians are always involved in shady business.""",1
"""Russians have no sense of humor.""",1
"""Russians are all hackers.""",1
"""Russians are always plotting something.""",1
"""Russians only care about money.""",1
"""Russians are always serious.""",1
"""Russians are all mafia.""",1
"""Russians are naturally good at chess.""",1
"""Russians are always gloomy.""",1
"""Russians are tough and emotionless.""",1
"""Russians are all communists.""",1
"""Russians are always up to no good.""",1
"""Russians are all ruthless.""",1
"""Russians are cold-hearted.""",1
"""Russians have no sense of fun.""",1
"""Russians are always stern.""",1
"""Russians are all involved in corruption.""",1
"""Russians are always secretive.""",1
"""Russians are always fighting.""",1
"""Russians are all authoritarian.""",1
"""Russians are always scheming.""",1
"""Russians are naturally suspicious.""",1
"""Russians are all anti-Western.""",1
"""Russians are always controlling.""",1
"""Russians are always brooding.""",1
"""Russians are all power-hungry.""",1
"""Russians are always cynical.""",1
"""Russians are naturally intimidating.""",1
"""Russians are all rigid.""",1
men and women are not equal. irrational contrary belief and policy only result in mounting failure.,1
I'm very sad about this fucking situation with all this muslims,1
You look like someone who would do an electric wheelchair race with Stephen Hawking.,1
"You can ask me to call you a male, but you'll always be a woman",1
"Yo, if I’m going to hell for being homosexual, why did god make me like this?",1
"Why are people so dumb? The police were yelling at everyone to get out of the area yet people just stood there or recorded, guess they want to die.",1
White police officers are always the victims.,1
WHAT THE FUCK IS THIS ??!????! Disgusting! Absolutely disgusted and disappointed in Today's America.,1
Well..congratulations u loose one of ur subscriber.... shame on u guys u guys sick.,1
We need to exterminate people that subject children to such Perversion,1
We are repeating our past before it used to Germany and Jews now its China and Muslims,1
"Trumps a liar and an idiot, a douche bag , Narcissist, and Zionist boot licker.",1
"Those illegals want to sue the company for money owed. What about the money they owe America. It cost money to educated, medical care, welfare, ect.",1
"this women has to be some sort of psychopath but it goes both ways, if either a male or a female are in a toxic relationship they need to get help, the sooner the better.",1
This people are treating women like dogs!!!!!!,1
This fuckhead makes me ashamed of being Jewish. Shit people like him are destroying everything,1
This cop had to get him under arrest for walking like that freely out in public. Problematics must be stay home locked. Sue her parents.,1
They'll get to know homosexuality anyways. I don't get what's wrong with most of the people nowadays. If you don't teach about homosexuality then stop teaching about heterosexuality also.,1
"there's nowhere in the world where woman are equal. how about in all the places where they are president or prime minister or queen... how about in America, Australia, Canada, Britain, Scandinavia, France... shall I go on? Like honestly woman u live in an equal world. Stop being so self-obsessed and stop refusing to look at the facts. Women are already equal to men and have been for a long time.",1
There was one facility opened in the US to provide shelter for abused men. Feminist protested until it was closed. Now there are none.,1
"""There is more history of men hitting women with no provocations. So, that is where the """"no hitting women"""" comes from. Ijs...let's be real. However, I have never hit a man or kicked him in the balls. I'm from the school of """"you hit me, imma hit you back""""! Man, woman, child you can get it. And trust ima TRY to hit you harder than you hit me bc, you dont want this smoke. However, I do not stand with women hitting men and not EXPECTING retaliation. That's wack. Put your grown panties on and take the consequences. Slaps, punches and especially ball kicking should only be used to get away from an attack, not a reason to prove your point or your emotions. I dont think this is about equality bc men/women can be douches! This is about an equal response to a unprovoked attack against ANY GENDER.""",1
There are the most Evil realigion than Cristian right now Europe american and Asia and Australia as puertorican they are discusting mind craquers as a San Bernardian bravo Mr president,1
The wheelchaired woman was actually scary,1
The safest most civilised society in the world - Japan - has banned Islam.. coincidence?,1
"The rotten, nasty bastards!",1
The next time I like up in front of one like him I will shout to his left ear that he is a trash and worthless! HAHAHHAA. I know I’m a bad man. IM BADMAN,1
Thanks god at least you have music to pale the pain being blind. Oh what you can’t hear too. Haha,1
"Sorry but black Americans are more in danger than homosexuals. Homosexuals have so much privilege now. More than African Americans, Latinos, Arabs.",1
"Something I hate about being bisexual..people always say 'your either gay or your straight,bisexual isn't a real thing’ SHUT DA FUQ UP IT IS A REAL THING",1
Should have been sterilised upon arrival. Now your future doesn't exist.,1
She said she is crazy loving her God. Well she is literally crazy then. I can relief her of her life.,1
Send em home in a metal crate. They're on probation for 20 years. Crime? Straight home. Too many kids? Straight home. Bye.,1
Poor women,1
People with barbaric cultures and desert religions are all the same.,1
"""People who say """"YAAAASSSS QUEEN"""" should be sterilised""",1
People changing their genders left and right and i cant even decide on a tattoo,1
"People are genuinely good, we just learned to hate. when Europe was all white and christian they killed each other, the same happened to the Muslim world",1
Now where are the feminists accusing of woman as demons abusing women all the time??,1
Now the sea is filled with disgusting dead filth like them. Ruined my Mediterranean vacations,1
Michael Jackson sick man and sick fans.,1
LOVE IS LOVE!!! God excepts everyone. And when I mean everyone I mean everyone I'm a Christian and pan sexual I respect every single person in the lgbtq+ community.,1
Lol I'm Korean and most of the Koreans I know do not look anything like that drawing... Many don' have square faces.. You can see the diversity of Korean faces when the answers are revealed at the end. I find this video esp. the initial commentary to be pretty biased as it's ethnically Chinese people telling YouTube how to tell Asians apart. Asians are some of the most racist people to other Asians...,1
Lesbian chewbacca,1
"Just shoot her, one less of them to have to deal with in the future.",1
It’s not “genderless” they just look like GIRLS,1
Isn’t it awkward that only women work on public services? #lowIQ,1
Is this guy actually autistic or Is he faking it,1
In that case we should hire more women. Because we can them lesser and get a profit.,1
If you are not masculine then you are woman dude,1
"If you are a fking queen, you can move in any direction. So please move away from the camera that was used to take this picture. That applies to every women",1
"If white people are gone from this earth, we will go directly back to stone age. Not even kidding",1
"If these men come to Norway to seek liberty and human rights, then they have to respect women and their rights. Norway people you dont have to show pity by accepting these kind of people into your country",1
if god hates lgbt members so much than why did he make these people? i mean look at jesus he had 2 dads and he turned out perfectly fine.,1
Id beat the fuck out of his ass if he wasnt an actor,1
I’m sure this woman widows to have aborted this monster of a child. It hits her while she is helping him on living his life,1
I'll take feminists seriously when they start talking about sending only women into combat until the amount of women and men killed and wounded in battle are exactly the same. Because it's all about equality right?,1
I'd love to destroy him but I am in more need of tech support.,1
I propose suicide for evert politician,1
"I don’t hate those kids with these problems, but I’m just saying I feel very ver uncomfortable around them. They are weirdos. Don’t like them. Please god make my child a healthy and good one",1
I am white and I go to a school whare it is mostly black kids and I was made fun of just because of skin my best friend's mom dose not like me because I am white so .... I had to change schools,1
Humiliating this Str8 guy. str8 guys like him doing dumb things,1
how the fuck do you have a million subscribers you fucking twat,1
Holy shit! Kill them all !,1
He is complaining his rights are violated well maybe he shouldn' have come uninvited in our country,1
Fuck him and his prophet,1
Fat bastard we won' forget you. Vets will kick your ass when caught,1
Faggot. You're probably a fatass too.,1
Deport him in military aircraft and dump him back where he is originated from. Him and his family,1
Congratulations. You figured out you were a moron and decided not to be a moron anymore. You're a freakin hero.,1
citronella is a great venezuelan repellent,1
Brown people love white countries,1
Bro just delete yo shit off YouTube rn. Fuck outta here with yo clout chasing ass.,1
"As a black person, I think that rappers should stop putting the n-word in the song. Plus, you should be proud of being White. I am proud of being black, so..",1
Anyone who can' cope as the gender they are born needs SERIOUS psychological therapy!!!,1
Anxiety is is the definition of a human meme. Anxiety disorders are an excuse. No such thing.,1
all those dislikes are from fucking homophopes,1
"All theses people talking about Nigeria, since when have they cared about nigeria? They find it now to care about Nigeria to be relevenat, those who were killed were farmers and Nigeria is living peacefully with it's Muslims. Sure there are terrorist attacks every now and then, but we must remember that those who do kill the innocent are not Muslims. Many terrorists or groups use religion as an excuse. How come Isis are killing their own people? How come Iraqi forces are trying to drive isis Muslims out? Why? Cause they are scum who are not Muslims.",1
"All these problems men have, and no one will ever care.",1
All asian people look identical to this one. He is the mother of Asia,1
‚Äúeveryone wins‚Äù yeah except for the little girls you're trying to rape,1
Sorry that I was born as an Indian...,1
"I support trans people's rights to be free of discrimination, but biological males should not be allowed to compete against women in athletic competitions",1
With her nose she can detect an immigration officer from 70 yards,1
you should be allowed to be gay you should also be allowed to hate gay people thats freedom i can be myself and people can hate me for it i believe it is my full right to jack off to chris hemsworth and i believe it is a businesss right to not serve me for that it might not be right but its fair and freedom doesnt discriminate on ethics,1
You said he but still not convinced this is a male. A sorely lost hipster girl maybe though,1
Wow does ur mom know how gay u are,1
"Women cannot create children, only men can do that. Women can bear children.",1
What the fuck stupid people !!!,1
this the type of dude you see on chat roulette at 2:39am,1
They should have beat his ass. He deserves it.,1
"I don't see why we don't just create a transgender category. Seems the most obvious and fair solution. Great athletes will still compete. And the playing field will be as level as can be. I mean we create weight categories to maximise the fairness of boxing/mma fights. We recognise that just because two people are both male they compete at different levels. We can do the same for transgender athletes, surely?",1
"You guys I fell so bad, I hope this don’t happen again. Im a Islam",1
"""You're so lucky to have such good skin; you don't even need makeup.""",2
"""You're so brave for speaking out about these issues.""",2
"""You're from a small town? You must not be used to city life.""",2
"""You're so lucky to have such a close-knit family.""",2
"""Your skin always looks so healthy.""",2
"""People like you always get the job.""",2
"""You're so lucky to have such a tight-knit family.""",2
"""It's amazing how well you handle all of this.""",2
"""You must have good genes to look like that.""",2
"""It's impressive how far you've come.""",2
"""Your name is so hard to pronounce.""",2
"""People like you must have a natural talent for this.""",2
"""You must be really disciplined to maintain that body.""",2
"""It's great to see someone like you succeed.""",2
"""People like you are always so friendly.""",2
"""Your culture must have prepared you well for this.""",2
"""It's amazing how well you handle all of this.""",2
"""People like you must have a lot of patience.""",2
"""It's impressive how far you've come.""",2
"""You must have a natural affinity for this.""",2
"""It's great to see someone like you in this role.""",2
"""You must be really good with numbers.""",2
"""It's unusual to see someone like you in this line of work.""",2
"""People like you are always so creative.""",2
"""It's surprising to see someone like you in this field.""",2
"""You must have a natural gift for this.""",2
"""It's amazing how well you do this.""",2
"""People like you must be really organized.""",2
"""It's impressive to see someone like you here.""",2
"""You must have really good skills to do that.""",2
"""It's great to see someone like you in this job.""",2
"""People like you are always so outgoing.""",2
"""It's surprising to see someone like you in this profession.""",2
"""You must have a natural talent for this.""",2
"""It's amazing how well you understand this.""",2
"""People like you must have a lot of experience.""",2
"""It's impressive to see someone like you succeed.""",2
"""You must be really good at this.""",2
"""It's unusual to see someone like you here.""",2
"""People like you are always so knowledgeable.""",2
"""It's surprising to see someone like you doing this.""",2
"""You must have a natural gift for this.""",2
"""It's amazing how well you perform.""",2
"""People like you must be really driven.""",2
"""It's impressive to see someone like you here.""",2
"""You must have really good instincts.""",2
"""It's great to see someone like you in this field.""",2
"""People like you are always so talented.""",2
"""It's surprising to see someone like you in this role.""",2
"""You must have a natural aptitude for this.""",2
"""It's amazing how well you do this.""",2
"""People like you must be really focused.""",2
"""It's impressive to see someone like you succeed.""",2
"""You must be really skilled at this.""",2
"""It's unusual to see someone like you in this profession.""",2
"""People like you are always so dedicated.""",2
"""It's surprising to see someone like you in this job.""",2
"""You must have a natural ability for this.""",2
"""It's amazing how well you handle this.""",2
"""Do you know how to use that?""",2
"""I never thought you'd be into that.""",2
"""You should smile more.""",2
"""Is that your real hair?""",2
"""Where are your parents from?""",2
"""Can you see with those on?""",2
"""Are you sure you're strong enough for this?""",2
"""I bet you're good at math.""",2
"""How do you do your hair?""",2
"""You’re very well-spoken.""",2
"""You must have a strong family bond.""",2
"""Your food smells weird.""",2
"""Do you get straight A's?""",2
"""You must have had everything handed to you.""",2
"""You can't understand real pain.""",2
"""You must be disconnected from real life.""",2
"""You can't understand what it's like to be different.""",2
"""You don't know what it's like to be poor.""",2
"""You must be sheltered.""",2
"""You must have a nanny.""",2
"""You must have a perfect family.""",2
"""You don't know what it's like to be a minority.""",2
"""You don't get to complain about racism.""",2
"""You must have inherited your wealth.""",2
"""You must have never faced any hardships.""",2
"""You can't experience real racism.""",2
"""You have it so easy.""",2
"""You must come from a rich family.""",2
"""You must have privilege.""",2
"""You have no culture.""",2
"""You must be racist.""",2
"""You must be against secular education.""",2
"""You must be against medical science.""",2
"""Do you believe in the resurrection?""",2
"""Do you think the Earth is flat?""",2
"""You must think tattoos are a sin.""",2
"""Do you believe in prophecy?""",2
"""You must think Halloween is evil.""",2
"""You must think you're better than everyone else.""",2
"""You must have grown up in a strict household.""",2
"""You must be against abortion.""",2
"""You must not believe in evolution.""",2
"""Do you really believe in miracles?""",2
"""You must be against science.""",2
"""Do you only eat kosher food?""",2
"""You must love bagels and lox.""",2
"""You must be very strong.""",2
"""You're so lucky to be tan year-round.""",2
"""You don’t look like you grew up in the hood.""",2
"""How do you stay so positive?""",2
"""You're so brave to be out in public.""",2
"""How do you deal with it?""",2
"""You must be in pain all the time.""",2
"""Do you need help walking?""",2
"""I didn't know you could do that.""",2
"""You must be used to people staring.""",2
"""You're amazing for trying.""",2
"""You should be grateful for what you have.""",2
"""You don't need that parking permit.""",2
"""You're just lazy.""",2
"""Do you know sign language?""",2
"""I'm sure it's not that bad.""",2
"""At least you have a good attitude.""",2
"""How do you go to the bathroom?""",2
"""It's so nice that people help you.""",2
"""I can't believe you can drive.""",2
"""Are you contagious?""",2
"""It's amazing how you manage.""",2
"""What's wrong with you?""",2
"""It must be nice not having to work.""",2
"""You must know all the new slang terms.""",2
"""You must have experienced a lot of racism.""",2
"""Do you live in the hood?""",2
"""You must have a lot of street smarts.""",2
"""Do you have a criminal record?""",2
"""You must have a lot of tattoos.""",2
"""I didn't expect you to like classical music.""",2
"""Do you all celebrate Kwanzaa?""",2
"""You must have a big family.""",2
"""Do you get sunburned?""",2
"""Is your dad in jail?""",2
"""You must love fried chicken.""",2
"""All lives matter.""",2
"""Are you good at sports?""",2
"""You must listen to hip-hop.""",2
"""Do you know where I can get weed?""",2
"""Can I touch your braids?""",2
"""Can you rap for us?""",2
"""Do you know how to make tortillas?""",2
"""You must have big family gatherings.""",2
"""You must be Catholic.""",2
"""Do you sell drugs?""",2
"""Do you eat beans every day?""",2
"""Do you know how to make guacamole?""",2
"""You must have big parties.""",2
"""Do you celebrate Cinco de Mayo?""",2
"""Your culture is so loud.""",2
"""I love your tan. Do you stay outside a lot?""",2
"""I bet you can salsa dance.""",2
"""Are you a gardener?""",2
"""Can I touch your dreadlocks?""",2
"""You must be good at basketball.""",2
"""You must like him.""",2
"""What happened to you?""",2
"Talking slowly: ""Do you understand?""",2
