sentence,label
"You must not understand the global consequences.",1
"It's unusual to see someone from your country so vocal about our politics.",1
"People from your country usually don't discuss our politics.",1
"You must be easily influenced by your surroundings back home.",1
"It's interesting to hear a different political perspective about our issues from someone like you.",1
"People from your country always vote against their interests globally.",1
"Supporting that foreign politician? That's surprising.",1
"You must be new to political activism abroad.",1
"It's surprising to see someone like you running for office in another country.",1
"People from your country usually don't volunteer for our political campaigns.",1
"You must be following your country's lead on our issues.",1
"It's unusual to see someone from your background so passionate about our politics.",1
"People from your country always support the same international candidates.",1
"Supporting that foreign cause? That's odd.",1
"You must not have all the facts about our policies.",1
"It's interesting to hear such a strong political argument about our issues from someone like you.",1
"People from your country always vote a certain way internationally.",1
"Supporting that global movement? That's unexpected.",1
"You must be influenced by your family's views on our politics.",1
"It's unusual to see someone from your country advocating for political change here.",1
"People from your country usually don't engage in our political debates.",1
"You must be new to our political issues.",1
"It's surprising to see someone from your background at a political event here.",1
"People from your country always follow their government's lines.",1
"Supporting that international bill? That's strange.",1
"You must not understand the implications of our politics.",1
"It's unusual to hear such a well-formed opinion about our policies from someone like you.",1
"People from your country always vote the same way internationally.",1
"Supporting that foreign legislation? That's peculiar.",1
"You must be getting your information from biased global sources.",1
"It's surprising to see someone like you so active in our politics.",1
"People from your country usually don't care about our political issues.",1
"You must be easily swayed by popular opinion in your country.",1
"People from Iran must support the regime.",1
"It's surprising to hear an Israeli opinion on Middle Eastern politics.",1
"An Israeli can't be critical of their own government.",1
"Supporting that policy in Israel? That's unexpected.",1
"People from Iran always defend their government's actions.",1
"It's hard to believe an Iranian cares about human rights.",1
"People from Israel usually stay out of criticizing their government.",1
"Someone from Iran must not know much about democracy.",1
"It's surprising to see an Israeli at a pro-Palestinian rally.",1
"People from Iran don't usually have strong political opinions.",1
"Supporting that policy in Iran? That's peculiar.",1
"People from Israel always follow the government's line.",1
"An Iranian must be influenced by state propaganda.",1
"It's interesting to see an Israeli engaged in American political discussions.",1
"People from Iran usually don't understand the complexities of Western democracy.",1
"It's surprising to hear such a strong opinion on freedom from an Iranian.",1
"People from Israel always vote for the ruling party.",1
"Supporting that politician in Iran? That's odd.",1
"An Israeli must be easily swayed by their national media.",1
"It's unusual to see an Iranian campaigning for human rights.",1
"People from Israel usually avoid political debates.",1
"An Iranian must be new to global politics.",1
"It's interesting to hear a different perspective from an Israeli.",1
"People from Iran always vote a certain way.",1
"Supporting that cause in Israel? That's peculiar.",1
"An Iranian must be following their country's lead.",1
"It's surprising to see an Israeli so politically active in the U.S.",1
"People from Iran usually don't get involved in global politics.",1
"An Israeli must be influenced by their peers back home.",1
"It's interesting to see an Iranian running for office in another country.",1
"People from Israel always support the same candidates.",1
"Supporting that movement in Iran? That's strange.",1
"An Israeli must not understand the full implications of our policies.",1
"It's unusual to hear such a strong stance on democracy from an Iranian.",1
"People from Israel usually don't vote in international elections.",1
"An Iranian must be misinformed about global issues.",1
"It's interesting to see an Israeli volunteering for an international campaign.",1
"People from Iran always follow party lines.",1
"Supporting that initiative in Israel? That's out of character.",1
"An Iranian must be getting their information from biased sources.",1
"It's surprising to see an Israeli so outspoken about international politics.",1
"People from Iran usually don't have political conversations with foreigners.",1
"An Israeli must not have considered all the facts about our country's politics.",1
"It's interesting to see an Iranian advocating for change here.",1
"People from Israel always support the status quo internationally.",1
"Supporting that legislation in Iran? That's unexpected.",1
"An Israeli must be easily influenced by global media.",1
"It's unusual to see an Iranian at a political protest in another country.",1
"People from Israel usually don't take a stand internationally.",1
"An Iranian must be following popular opinion back home.",1
"It's surprising to hear such a passionate argument about our politics from an Israeli.",1
"People from Iran always vote along their government's lines.",1
"Supporting that policy in Israel? That's peculiar.",1
"An Iranian must not fully understand the consequences of our politics.",1
"It's surprising to see an Israeli so politically informed about our issues.",1
"People from Iran usually don't care about foreign politics.",1
"An Israeli must be listening to a lot of international political pundits.",1
"It's unusual to hear such a well-informed opinion about our politics from an Iranian.",1
"People from Israel always vote the same way in international matters.",1
"Supporting that candidate in Iran? That's odd.",1
"An Israeli must be getting their news from biased sources.",1
"It's interesting to see an Iranian so engaged in our political activism.",1
"People from Israel usually don't participate in our elections.",1
"An Iranian must be following what others are saying back home.",1
"It's surprising to see an Israeli with such strong views on our politics.",1
"People from Iran always vote for the same party.",1
"Supporting that policy in Israel? That's peculiar.",1
"An Iranian must not understand the global consequences.",1
"It's unusual to see an Israeli so vocal about our politics.",1
"People from Iran usually don't discuss our politics.",1
"An Israeli must be easily influenced by their surroundings back home.",1
"It's interesting to hear a different political perspective about our issues from an Iranian.",1
"People from Israel always vote against their interests globally.",1
"Supporting that politician in Iran? That's surprising.",1
"An Israeli must be new to political activism abroad.",1
"It's surprising to see an Iranian running for office in another country.",1
"People from Israel usually don't volunteer for our political campaigns.",1
"An Iranian must be following their country's lead on our issues.",1
"It's unusual to see an Israeli so passionate about our politics.",1
"People from Iran always support the same international candidates.",1
"Supporting that cause in Israel? That's odd.",1
"An Iranian must not have all the facts about our policies.",1
"It's interesting to hear such a strong political argument about our issues from an Israeli.",1
"People from Iran always vote a certain way internationally.",1
"Supporting that movement in Israel? That's unexpected.",1
"An Iranian must be influenced by their family's views on our politics.",1
"It's unusual to see an Israeli advocating for political change here.",1
"People from Iran usually don't engage in our political debates.",1
"An Israeli must be new to our political issues.",1
"It's surprising to see an Iranian at a political event here.",1
"People from Israel always follow their government's lines.",1
"Supporting that bill in Iran? That's strange.",1
"An Israeli must not understand the implications of our politics.",1
"It's unusual to hear such a well-formed opinion about our policies from an Iranian.",1
"People from Israel always vote the same way internationally.",1
"Supporting that legislation in Iran? That's peculiar.",1
"An Israeli must be getting their information from biased global sources.",1
"It's surprising to see an Iranian so active in our politics.",1
"People from Israel usually don't care about our political issues.",1
"An Iranian must be easily swayed by popular opinion in their country.",1
"People from China must support their government.",1
"It's surprising to hear an Indian opinion on Western politics.",1
"A Mexican can't be critical of their own government.",1
"Supporting that policy in China? That's unexpected.",1
"People from India always defend their country's actions.",1
"It's hard to believe a Mexican cares about human rights.",1
"People from China usually stay out of criticizing their government.",1
"Someone from India must not know much about democracy.",1
"It's surprising to see a Mexican at a pro-immigration rally.",1
"People from China don't usually have strong political opinions.",1
"Supporting that policy in India? That's peculiar.",1
"People from Mexico always follow the government's line.",1
"A Chinese person must be influenced by state propaganda.",1
"It's interesting to see an Indian engaged in American political discussions.",1
"People from Mexico usually don't understand the complexities of Western democracy.",1
"It's surprising to hear such a strong opinion on freedom from a Chinese person.",1
"People from India always vote for the ruling party.",1
"Supporting that politician in Mexico? That's odd.",1
"A Chinese person must be easily swayed by their national media.",1
"It's unusual to see an Indian campaigning for human rights.",1
"People from Mexico usually avoid political debates.",1
"A Chinese person must be new to global politics.",1
"It's interesting to hear a different perspective from an Indian.",1
"People from Mexico always vote a certain way.",1
"Supporting that cause in China? That's peculiar.",1
"An Indian must be following their country's lead.",1
"It's surprising to see a Mexican so politically active in the U.S.",1
"People from China usually don't get involved in global politics.",1
"An Indian must be influenced by their peers back home.",1
"It's interesting to see a Mexican running for office in another country.",1
"People from China always support the same candidates.",1
"Supporting that movement in India? That's strange.",1
"A Chinese person must not understand the full implications of our policies.",1
"It's unusual to hear such a strong stance on democracy from an Indian.",1
"People from Mexico usually don't vote in international elections.",1
"A Chinese person must be misinformed about global issues.",1
"It's interesting to see an Indian volunteering for an international campaign.",1
"People from Mexico always follow party lines.",1
"Supporting that initiative in China? That's out of character.",1
"An Indian must be getting their information from biased sources.",1
"It's surprising to see a Mexican so outspoken about international politics.",1
"People from China usually don't have political conversations with foreigners.",1
"An Indian must not have considered all the facts about our country's politics.",1
"It's interesting to see a Mexican advocating for change here.",1
"People from China always support the status quo internationally.",1
"Supporting that legislation in India? That's unexpected.",1
"A Mexican must be easily influenced by global media.",1
"It's unusual to see a Chinese person at a political protest in another country.",1
"People from India usually don't take a stand internationally.",1
"A Mexican must be following popular opinion back home.",1
"It's surprising to hear such a passionate argument about our politics from a Chinese person.",1
"People from India always vote along their government's lines.",1
"Supporting that policy in Mexico? That's peculiar.",1
"A Chinese person must not fully understand the consequences of our politics.",1
"It's surprising to see an Indian so politically informed about our issues.",1
"People from Mexico usually don't care about foreign politics.",1
"A Chinese person must be listening to a lot of international political pundits.",1
"It's unusual to hear such a well-informed opinion about our politics from an Indian.",1
"People from Mexico always vote the same way in international matters.",1
"Supporting that candidate in China? That's odd.",1
"An Indian must be getting their news from biased sources.",1
"It's interesting to see a Mexican so engaged in our political activism.",1
"People from China usually don't participate in our elections.",1
"An Indian must be following what others are saying back home.",1
"It's surprising to see a Mexican with such strong views on our politics.",1
"People from China always vote for the same party.",1
"Supporting that policy in India? That's peculiar.",1
"A Mexican must not understand the global consequences.",1
"It's unusual to see a Chinese person so vocal about our politics.",1
"People from India usually don't discuss our politics.",1
"A Mexican must be easily influenced by their surroundings back home.",1
"It's interesting to hear a different political perspective about our issues from a Chinese person.",1
"People from India always vote against their interests globally.",1
"Supporting that politician in Mexico? That's surprising.",1
"A Chinese person must be new to political activism abroad.",1
"It's surprising to see an Indian running for office in another country.",1
"People from Mexico usually don't volunteer for our political campaigns.",1
"A Chinese person must be following their country's lead on our issues.",1
"It's unusual to see an Indian so passionate about our politics.",1
"People from Mexico always support the same international candidates.",1
"Supporting that cause in China? That's odd.",1
"An Indian must not have all the facts about our policies.",1
"It's interesting to hear such a strong political argument about our issues from a Mexican.",1
"People from China always vote a certain way internationally.",1
"Supporting that movement in India? That's unexpected.",1
"A Mexican must be influenced by their family's views on our politics.",1
"It's unusual to see a Chinese person advocating for political change here.",1
"People from India usually don't engage in our political debates.",1
"A Mexican must be new to our political issues.",1
"It's surprising to see a Chinese person at a political event here.",1
"People from India always follow their government's lines.",1
"Supporting that bill in Mexico? That's strange.",1
"A Chinese person must not understand the implications of our politics.",1
"It's unusual to hear such a well-formed opinion about our policies from an Indian.",1
"People from Mexico always vote the same way internationally.",1
"Supporting that legislation in China? That's peculiar.",1
"An Indian must be getting their information from biased global sources.",1
"It's surprising to see a Mexican so active in our politics.",1
"People from China usually don't care about our political issues.",1
"An Indian must be easily swayed by popular opinion in their country.",1
"How much Native American blood do you have?",1
"That's a nice costume; it looks so authentic.",1
"You're so lucky to get free education.",1
"Do you live in a teepee?",1
"You don't look like a Native American.",1
"Are you from a reservation?",1
"That's such an exotic culture.",1
"Native Americans are all about nature, right?",1
"How often do you go back to your tribe?",1
"Your people were the first environmentalists.",1
"All Native Americans have high cheekbones.",1
"I wish I had Native American heritage.",1
"Isn't it great to get those casino benefits?",1
"Your people must be really spiritual.",1
"You must know a lot about nature.",1
"Are powwows like parties?",1
"Do you speak your native language?",1
"Can you teach me some Native American words?",1
"What does your name mean in your language?",1
"Are you related to Pocahontas?",1
"Can you perform a rain dance?",1
"Do you hunt with a bow and arrow?",1
"Your art is so tribal.",1
"You must be really good at making crafts.",1
"Do you know any good Native American recipes?",1
"You must feel a strong connection to the land.",1
"Can you tell me my spirit animal?",1
"Your culture is so mystical.",1
"Do you believe in magic?",1
"Are you part of a tribe?",1
"How do you feel about Thanksgiving?",1
"You must have great stories about your ancestors.",1
"Do you have a Native American name?",1
"Is it true that all Native Americans are good at archery?",1
"Your jewelry looks so traditional.",1
"Does your family still live on a reservation?",1
"You must know a lot of herbal remedies.",1
"Your traditions must be so interesting.",1
"Do you celebrate Thanksgiving?",1
"How do you feel about Cowboys and Indians?",1
"Your skin tone is so unique.",1
"Can you make dream catchers?",1
"What do you think about people dressing up as Native Americans for Halloween?",1
"You must have a lot of knowledge about your history.",1
"Do you go on vision quests?",1
"Your people have such a rich culture.",1
"Is it true that Native Americans are immune to alcohol?",1
"Can you do a war cry?",1
"Are you a chief or something?",1
"Your culture must be so different from ours.",1
"Do you have a spirit name?",1
"You must have great wisdom from your ancestors.",1
"Your heritage is so fascinating.",1
"Do you have any traditional tattoos?",1
"Is it true that all Native Americans are spiritual?",1
"You must be really connected to your roots.",1
"Your people must have a deep connection with animals.",1
"Can you teach me how to make traditional crafts?",1
"Do you celebrate Columbus Day?",1
"Your traditions are so ancient.",1
"Is it true that all Native Americans are good at tracking?",1
"You must have a lot of pride in your heritage.",1
"Do you feel a strong bond with nature?",1
"Your culture must have a lot of rituals.",1
"Do you know how to perform traditional dances?",1
"Your people must have a strong community.",1
"Is it true that Native Americans can communicate with animals?",1
"Do you have any family heirlooms?",1
"Your customs must be very unique.",1
"Do you have any sacred objects?",1
"Your people have such a close-knit community.",1
"Can you tell me about your tribe's history?",1
"Do you have a traditional headdress?",1
"Your culture must have a lot of legends.",1
"Are there any ceremonies you participate in?",1
"Your people must have a lot of respect for nature.",1
"Do you know any traditional songs?",1
"Your heritage must be very rich.",1
"Can you share some traditional stories?",1
"Your people must be very wise.",1
"Do you have any traditional clothing?",1
"Your culture must have a lot of folklore.",1
"Do you have any sacred traditions?",1
"Your people must have a deep understanding of the earth.",1
"Can you tell me about your tribal customs?",1
"Your heritage must be very important to you.",1
"Do you have any traditional ceremonies?",1
"Your people must have a strong sense of identity.",1
"Do you know any traditional rituals?",1
"Your culture must have a lot of symbolism.",1
"Do you have any traditional music?",1
"Your heritage must be very diverse.",1
"Can you tell me about your cultural practices?",1
"Your people must have a lot of respect for their elders.",1
"Do you have any traditional stories?",1
"Your culture must have a lot of traditions.",1
"Do you have any cultural artifacts?",1
"Your heritage must be very significant.",1
"Can you share some cultural knowledge?",1
"Your people must have a strong connection to their past.",1
"Asians are naturally good at math.",1
"All Asians excel in science and technology.",1
"Asians are always hardworking and successful.",1
"You must be good at computers.",1
"All Asians are quiet and studious.",1
"Asians are the model minority.",1
"You don’t need affirmative action; look at how successful Asians are.",1
"Asians are naturally good at everything academic.",1
"All Asians are good at math and engineering.",1
"Asians don’t struggle with poverty.",1
"Asian people are all wealthy and educated.",1
"Asians are good at everything they do.",1
"Asians don’t need help; they’re all successful.",1
"Asian students always get perfect grades.",1
"All Asians are good at music and arts.",1
"Asians are always the smartest in the room.",1
"Asians don’t have cultural problems; they’re all disciplined.",1
"Asians are all naturally talented.",1
"Asians always make the best students.",1
"Asian parents push their children to be perfect.",1
"Asians never fail; they’re always successful.",1
"Asian culture is all about studying hard.",1
"Asians are all high achievers.",1
"All Asians are good at STEM fields.",1
"Asians don’t have any social issues; they’re too focused on success.",1
"Asians are the model minority for others to follow.",1
"Asians don’t need support; they’re already successful.",1
"Asian people are always top of their class.",1
"Asians have a strong work ethic.",1
"Asians are all high-performing students.",1
"Asians don’t face discrimination because they are too successful.",1
"Asian cultures value education above all else.",1
"Asians are naturally good at everything.",1
"Asians are all disciplined and hardworking.",1
"Asians don’t have problems with crime.",1
"Asian families are always close-knit and supportive.",1
"Asians are always the model citizens.",1
"Asians are not marginalized because they are too successful.",1
"All Asians have high-paying jobs.",1
"Asians don’t struggle with poverty or unemployment.",1
"Asian students are always at the top of the class.",1
"Asians are naturally good at academics.",1
"Asians don’t face the same struggles as other minorities.",1
"All Asians excel in their careers.",1
"Asians are all successful because of their culture.",1
"Asians are always hardworking and never complain.",1
"Asians don’t need support services; they’re too successful.",1
"Asians are all high achievers in everything they do.",1
"Asians don’t face any challenges in society.",1
"Asians are always at the top of the class and in their careers.",1
"All Black people are good at sports.",1
"Black people are naturally aggressive.",1
"Black neighborhoods are dangerous.",1
"Black people are always loud and disruptive.",1
"All Black people come from the ghetto.",1
"Black people are always late.",1
"Black women are always angry.",1
"Black men are all criminals.",1
"Black people are naturally good dancers.",1
"Black people are always looking for handouts.",1
"Black hair is unprofessional.",1
"Black people don't value education.",1
"Black people are always involved in gangs.",1
"Black people are always causing trouble.",1
"Black people are always on welfare.",1
"Black people are all drug dealers.",1
"Black people don't know how to manage money.",1
"Black people are always playing the race card.",1
"Black people are always overreacting.",1
"Black people don't work as hard as others.",1
"Black people are always looking for sympathy.",1
"Black people are always causing problems.",1
"Black people are always playing the victim.",1
"Black people are always making excuses.",1
"Black people are always complaining.",1
"Black people are always angry.",1
"Black people are always loud.",1
"Black people are always lazy.",1
"Black people are always fighting.",1
"Black people are always causing drama.",1
"Black people are always breaking the law.",1
"Black people are always protesting.",1
"Black people are always causing disturbances.",1
"Black people are always looking for attention.",1
"Black people are always making noise.",1
"Black people are always causing chaos.",1
"Black people are always disrespectful.",1
"Black people are always argumentative.",1
"Black people are always untrustworthy.",1
"Black people are always uneducated.",1
"Black people are always violent.",1
"Black people are always aggressive.",1
"Black people are always dishonest.",1
"Black people are always deceitful.",1
"Black people are always irresponsible.",1
"Black people are always unreliable.",1
"Black people are always unprofessional.",1
"Black people are always rude.",1
"Black people are always selfish.",1
"Black people are always entitled.",1
"Black people can't be trusted with finances.",1
"Black people don't have the skills for corporate jobs.",1
"Black people are only hired to meet diversity quotas.",1
"Black people don't deserve high salaries.",1
"Black people are only good at low-paying jobs.",1
"Black people aren't smart enough for certain jobs.",1
"Black people only get ahead because of their skin color.",1
"Black people don't have the education for high-level jobs.",1
"Black people are only good for entertainment.",1
"Black people can't manage businesses.",1
"Black people are only good for physical work.",1
"Black people can't succeed without help.",1
"Black people don't have the experience for top jobs.",1
"Black people are only good at sports and music.",1
"Black people can't handle complex tasks.",1
"Black people are only successful because of government assistance.",1
"Black people aren't capable of running companies.",1
"Black people don't have the talent for high-paying jobs.",1
"Black people can't compete with others in the job market.",1
"Black people are only hired because of their race.",1
"Black people don't deserve promotions.",1
"Black people are only successful because of charity.",1
"Black people aren't qualified for high-level positions.",1
"Black people are only good for low-skill jobs.",1
"Black people can't be trusted in positions of power.",1
"Black people don't have the intelligence for certain careers.",1
"Black people are only hired to fill quotas.",1
"Black people don't have the aptitude for corporate jobs.",1
"Black people are only good for entertainment and sports.",1
"Black people can't succeed on their own.",1
"Black people don't have the skills for high-paying jobs.",1
"Black people are only successful because of government programs.",1
"Black people aren't fit for leadership positions.",1
"Black people don't have the ability to manage businesses.",1
"Black people are only hired to meet diversity goals.",1
"Black people don't deserve high-paying jobs.",1
"Black people are only good at physical labor.",1
"Black people can't handle complex jobs.",1
"Black people are only successful because of affirmative action.",1
"Black people aren't capable of top-level jobs.",1
"Black people don't have the education for high-paying jobs.",1
"Black people are only good for entertainment and sports.",1
"Black people can't compete in the job market.",1
"Black people are only hired because of their skin color.",1
"Black people don't deserve promotions.",1
"Russians are always drinking vodka.",1
"Russians are all spies.",1
"Russians are cold and unfriendly.",1
"Russians are always involved in shady business.",1
"Russians have no sense of humor.",1
"Russians are all hackers.",1
"Russians are always plotting something.",1
"Russians only care about money.",1
"Russians are always serious.",1
"Russians are all mafia.",1
"Russians are naturally good at chess.",1
"Russians are always gloomy.",1
"Russians are tough and emotionless.",1
"Russians are all communists.",1
"Russians are always up to no good.",1
"Russians are all ruthless.",1
"Russians are cold-hearted.",1
"Russians have no sense of fun.",1
"Russians are always stern.",1
"Russians are all involved in corruption.",1
"Russians are always secretive.",1
"Russians are always fighting.",1
"Russians are all authoritarian.",1
"Russians are always scheming.",1
"Russians are naturally suspicious.",1
"Russians are all anti-Western.",1
"Russians are always controlling.",1
"Russians are always brooding.",1
"Russians are all power-hungry.",1
"Russians are always cynical.",1
"Russians are naturally intimidating.",1
"Russians are all rigid.",1
"You're so lucky to have such good skin; you don't even need makeup.",2
"You're so brave for speaking out about these issues.",2
"You're from a small town? You must not be used to city life.",2
"You're so lucky to have such a close-knit family.",2
"Your skin always looks so healthy.",2
"People like you always get the job.",2
"You're so lucky to have such a tight-knit family.",2
"It's amazing how well you handle all of this.",2
"You must have good genes to look like that.",2
"It's impressive how far you've come.",2
"Your name is so hard to pronounce.",2
"People like you must have a natural talent for this.",2
"You must be really disciplined to maintain that body.",2
"It's great to see someone like you succeed.",2
"People like you are always so friendly.",2
"Your culture must have prepared you well for this.",2
"It's amazing how well you handle all of this.",2
"People like you must have a lot of patience.",2
"It's impressive how far you've come.",2
"You must have a natural affinity for this.",2
"It's great to see someone like you in this role.",2
"You must be really good with numbers.",2
"It's unusual to see someone like you in this line of work.",2
"People like you are always so creative.",2
"It's surprising to see someone like you in this field.",2
"You must have a natural gift for this.",2
"It's amazing how well you do this.",2
"People like you must be really organized.",2
"It's impressive to see someone like you here.",2
"You must have really good skills to do that.",2
"It's great to see someone like you in this job.",2
"People like you are always so outgoing.",2
"It's surprising to see someone like you in this profession.",2
"You must have a natural talent for this.",2
"It's amazing how well you understand this.",2
"People like you must have a lot of experience.",2
"It's impressive to see someone like you succeed.",2
"You must be really good at this.",2
"It's unusual to see someone like you here.",2
"People like you are always so knowledgeable.",2
"It's surprising to see someone like you doing this.",2
"You must have a natural gift for this.",2
"It's amazing how well you perform.",2
"People like you must be really driven.",2
"It's impressive to see someone like you here.",2
"You must have really good instincts.",2
"It's great to see someone like you in this field.",2
"People like you are always so talented.",2
"It's surprising to see someone like you in this role.",2
"You must have a natural aptitude for this.",2
"It's amazing how well you do this.",2
"People like you must be really focused.",2
"It's impressive to see someone like you succeed.",2
"You must be really skilled at this.",2
"It's unusual to see someone like you in this profession.",2
"People like you are always so dedicated.",2
"It's surprising to see someone like you in this job.",2
"You must have a natural ability for this.",2
"It's amazing how well you handle this.",2
"Do you know how to use that?",2
"I never thought you'd be into that.",2
"You should smile more.",2
"Is that your real hair?",2
"Where are your parents from?",2
"Can you see with those on?",2
"Are you sure you're strong enough for this?",2
"I bet you're good at math.",2
"How do you do your hair?",2
"You’re very well-spoken.",2
"You must have a strong family bond.",2
"Your food smells weird.",2
"Do you get straight A's?",2
"You must have had everything handed to you.",2
"You can't understand real pain.",2
"You must be disconnected from real life.",2
"You can't understand what it's like to be different.",2
"You don't know what it's like to be poor.",2
"You must be sheltered.",2
"You must have a nanny.",2
"You must have a perfect family.",2
"You don't know what it's like to be a minority.",2
"You don't get to complain about racism.",2
"You must have inherited your wealth.",2
"You must have never faced any hardships.",2
"You can't experience real racism.",2
"You have it so easy.",2
"You must come from a rich family.",2
"You must have privilege.",2
"You have no culture.",2
"You must be racist.",2
"You must be against secular education.",2
"You must be against medical science.",2
"Do you believe in the resurrection?",2
"Do you think the Earth is flat?",2
"You must think tattoos are a sin.",2
"Do you believe in prophecy?",2
"You must think Halloween is evil.",2
"You must think you're better than everyone else.",2
"You must have grown up in a strict household.",2
"You must be against abortion.",2
"You must not believe in evolution.",2
"Do you really believe in miracles?",2
"You must be against science.",2
"Do you only eat kosher food?",2
"You must love bagels and lox.",2
"You must be very strong.",2
"You're so lucky to be tan year-round.",2
"You don’t look like you grew up in the hood.",2
"How do you stay so positive?",2
"You're so brave to be out in public.",2
"How do you deal with it?",2
"You must be in pain all the time.",2
"Do you need help walking?",2
"I didn't know you could do that.",2
"You must be used to people staring.",2
"You're amazing for trying.",2
"You should be grateful for what you have.",2
"You don't need that parking permit.",2
"You're just lazy.",2
"Do you know sign language?",2
"I'm sure it's not that bad.",2
"At least you have a good attitude.",2
"How do you go to the bathroom?",2
"It's so nice that people help you.",2
"I can't believe you can drive.",2
"Are you contagious?",2
"It's amazing how you manage.",2
"What's wrong with you?",2
"It must be nice not having to work.",2
"You must know all the new slang terms.",2
"You must have experienced a lot of racism.",2
"Do you live in the hood?",2
"You must have a lot of street smarts.",2
"Do you have a criminal record?",2
"You must have a lot of tattoos.",2
"I didn't expect you to like classical music.",2
"Do you all celebrate Kwanzaa?",2
"You must have a big family.",2
"Do you get sunburned?",2
"Is your dad in jail?",2
"You must love fried chicken.",2
"All lives matter.",2
"Are you good at sports?",2
"You must listen to hip-hop.",2
"Do you know where I can get weed?",2
"Can I touch your braids?",2
"Can you rap for us?",2
"Do you know how to make tortillas?",2
"You must have big family gatherings.",2
"You must be Catholic.",2
"Do you sell drugs?",2
"Do you eat beans every day?",2
"Do you know how to make guacamole?",2
"You must have big parties.",2
"Do you celebrate Cinco de Mayo?",2
"Your culture is so loud.",2
"I love your tan. Do you stay outside a lot?",2
"I bet you can salsa dance.",2
"Are you a gardener?",2
"Can I touch your dreadlocks?",2
"You must be good at basketball.",2
"You must like him.",2
"What happened to you?",2
"Talking slowly: "Do you understand?",2
"Are you here to clean the room?",2
"Can you help me with this math problem?",2
"Do you have your green card?",2
"Your people must love spicy food.",2
"You must be really good at math.",2
"Is that your real hair?",2
"You're so lucky; you must have great genes.",2
"You have such an interesting background.",0
"How are you so smart?",0
"I should donate to charity for the disabled.",0
"Personally, I think China is such a great place.",0
"It must be nice to be so young.",0
"You are a true role model.",0
"Your spirit is unbreakable.",0
"You always find a way to make things work.",0
"Your kindness touches everyone you meet.",0
"You teach others the meaning of resilience.",0
"You make the world a better place.",0
"Your patience is truly inspiring.",0
"You have an amazing ability to overcome obstacles.",0
"Your positivity lights up the room.",0
"You show us all how to live life to the fullest.",0
"Your hard work and dedication are commendable.",0
"Unconscious perceptions govern many of the most important decisions we make and have a profound effect on the lives of many people in many ways… Unconscious patterns play out in ways that are so subtle they are hard to spot.",0
"Diversity in all its forms is the path to greatness.",0
"Strength lies in differences, not in similarities.",0
"Diversity doesn't look like anyone. It looks like everyone.",0
"Real diversity and inclusion doesn't mean that we will always agree. It means that even when we disagree, we can still respect each other.",0
"The color of your soul is more important than the color of your skin.",0
"Race and religion do not separate people; ignorance does.",0
"A garden's beauty never lies in one flower.",0
"We are all different, which is great because we are all unique. Without diversity, life would be very boring.",0
"Diversity is the mix. Inclusion is making the mix work.",0
"There are not more than five musical notes, yet the combinations of these five give rise to more melodies than can ever be heard. There are not more than five primary colors, yet in combination they produce more hues than can ever been seen. There are not more than five cardinal tastes, yet combinations of them yield more flavors than can ever be tasted.",0
"Our ability to reach unity in diversity will be the beauty and the test of our civilization.",0
"A diverse mix of voices leads to better discussions, decisions, and outcomes for everyone.",0
"Creating and managing a diverse workforce is a process, not a destination.",0
"Diversity: the art of thinking independently together.",0
"Diversity creates dimension in the world.",0
"It is not our differences that divide us. It is our inability to recognize, accept, and celebrate those differences.",0
"Exclusion is derived from fear, ignorance, and power, whilst inclusion is derived from love, compassion, and respect.",0
"Urging an organization to be inclusive is not an attack. It's progress.",0
"Fairness does not mean everyone gets the same. Fairness means everyone gets what they need.",0
"Build bridges, not walls.",0
"When everyone is included, everyone wins.",0
"Diversity is being asked to the party, Inclusion is being asked to dance.",0
"Equality is leaving the door open for anyone who has the means to approach it; equity is ensuring there is a pathway to that door for those who need it.",0
"Equality is not a concept. It's not something we should be striving for. It's a necessity. Equality is like gravity. We need it to stand on this earth as men and women, and the misogyny that is in every culture is not a true part of the human condition. It is life out of balance, and that imbalance is sucking something out of the soul of every man and woman who's confronted with it. We need equality. Kinda now.",0
"Equality is treating everyone the same. But equity is taking differences into account, so everyone has a chance to succeed.",0
"Diversity is a fact, but inclusion is a choice we make every day. As leaders, we have to put out the message that we embrace and not just tolerate diversity.",0
"Inclusion is not a matter of political correctness. It is the key to growth.",0
"Honesty and openness is always the foundation of insightful dialogue.",0
"You deserve a circle of inclusion and influence, but it’s up to you to create it.",0
"To me, beauty is inclusion — every size, every color — that’s the world I live in.",0
"We are greater than, and greater for, the sum of us.",0
"The human heart is too grand to be wasted in the gutter of cultural exclusivity.",0
"Why be a star when you can make a constellation?",0
"Diversity requires commitment. Achieving superior performance diversity can produce further action– most notably, a commitment to develop a culture of inclusion. People do not just need to be different, they need to be fully involved and feel their voices are heard.",0
"When we listen and celebrate what is both common and different, we become wiser, more inclusive, and better as an organization.",0
"You either believe that people respond to authority, or that they respond to kindness and inclusion. I’m obviously in the latter camp. I think that people respond better to reward than punishment.",0
"We will all profit from a more diverse, inclusive society, understanding, accommodating, even celebrating our differences, while pulling together for the common good.",0
"If we want to include everyone, we have to help everyone develop their talents and use their gifts for the good of the community. That’s what inclusion means — everyone contributes.",0
"Diversity is being invited to the party; inclusion is being asked to dance.",0
"Using people to be inclusive is not an attack. It is progress.",0
"Ethics and equity and the principles of justice do not change with the calendar.",0
